"pais","anio","inflacion","gdp","desempleo"
"St. Kitts and Nevis",2011,5.83516519570859,1.61660730423688,1.326
"St. Kitts and Nevis",2016,-0.687037123294052,3.93270319273282,1.685
"St. Kitts and Nevis",2022,2.66817533111249,10.3424040546025,15.354
"Korea, Rep.",2011,4.02596500436091,3.68566778212526,2.992
"Korea, Rep.",2016,0.971685739912173,2.94688171508626,3.65
"Korea, Rep.",2022,5.0895136506284,2.61267219187226,2.857
"Kuwait",2011,4.83940349870949,9.6286341294699,2.053
"Kuwait",2016,3.19839776658376,2.92607587738732,2.16
"Kuwait",2022,3.98064961990316,6.75866704650672,2.174
"Lao PDR",2011,7.56898856109974,8.03865268023725,1.055
"Lao PDR",2016,1.59691227583207,7.02283625501138,2.881
"Lebanon",2011,4.97148571692384,0.86733987855277,7.349
"Lebanon",2016,-0.783359624361525,1.55454940856943,9.786
"Liberia",2011,8.48816751849402,8.20076822497064,2.211
"Liberia",2016,8.83424868336489,-1.5549586174878,3.081
"Liberia",2022,7.59298486560314,4.80810517290655,2.977
"St. Lucia",2011,2.76940794144094,4.32694280532142,18.86
"St. Lucia",2016,-3.0782176567693,3.42787214525211,19.933
"Liechtenstein",2011,1.28495158809154,3.89168030784676,5.6
"Liechtenstein",2016,-0.27138502338522,3.89168030784676,3.123
"Liechtenstein",2022,9.62147608489068,3.89168030784676,7.57824275611375
"Sri Lanka",2011,6.71676843588542,8.66948301160571,4.118
"Sri Lanka",2016,3.95888846593072,5.05362488994436,4.242
"Lesotho",2011,5.03663052101558,4.61641394528752,16.157
"Lesotho",2016,6.59650490696546,3.60890731687714,16.17
"Lesotho",2022,8.27180389943026,2.38778020186284,16.688
"Late-demographic dividend",2011,4.37073559939224,7.16076208275275,5.1068390846253
"Late-demographic dividend",2016,1.10920805807031,4.44747425684773,5.26949442012197
"Late-demographic dividend",2022,8.51819703483592,3.30286706491528,5.1827349792579
"Lithuania",2011,4.13027562645086,6.32363664821298,15.39
"Lithuania",2016,0.905525075460343,2.67192215053329,7.862
"Luxembourg",2011,3.41068341068342,1.04429855323325,5.122
"Luxembourg",2016,0.2908333333333,4.97819011520116,6.669
"Luxembourg",2022,6.33600807777913,-1.09505351160836,4.588
"Latvia",2011,4.37073559939224,3.03634482668815,16.206
"Latvia",2016,0.140633334505294,2.55168601974034,9.643
"Latvia",2022,17.3102830198815,1.80677198008065,6.815
"Macao SAR, China",2016,2.36895749705903,-0.679183617886864,1.939
"St. Martin (French part)",2011,2.78063272879327,3.89168030784676,1.292
"St. Martin (French part)",2016,8.44046485932569,5,9.96
"St. Martin (French part)",2022,14.3271667616801,3.89168030784676,4.822
"Morocco",2011,0.906924909691798,5.52464523319847,8.91
"Morocco",2016,1.63531114327063,0.52118550608968,9.3
"Morocco",2022,6.65704202759066,1.52720357976111,9.494
"Monaco",2011,14.0224913014704,7.02235694617619,9.494
"Monaco",2016,1.25369880080983,3.00844358752744,4.98
"Monaco",2022,4.97773563706968,11.0469394271752,7.277
"Moldova",2011,7.68725103356176,5.81816614684824,2.648
"Moldova",2016,6.3593089803794,4.64601436259409,1.557
"Madagascar",2011,9.48254048582995,1.57842705366555,2.512
"Madagascar",2016,6.03575858154679,3.99314606199499,1.947
"Madagascar",2022,8.16059031991847,4.15609778380812,3.186
"Maldives",2011,11.2734146055937,8.84342594522782,10.06
"Maldives",2016,0.502509413611629,6.37528303066401,5.771
"Middle East, North Africa, Afghanistan & Pakistan",2011,4.6386876969545,3.79401508520942,7.23291287147858
"Middle East, North Africa, Afghanistan & Pakistan",2016,2.70750189418476,4.48458497621785,8.07484104448856
"Middle East, North Africa, Afghanistan & Pakistan",2022,5.17980847967062,6.37745035943806,8.41864578048354
"Mexico",2011,3.40737824605738,3.44404506308874,5.175
"Mexico",2016,2.82170784747655,1.77249323400358,3.853
"Mexico",2022,7.89627619168551,3.71098893117183,3.256
"Marshall Islands",2011,14.3610942386248,-0.502512562814076,4.474
"Marshall Islands",2016,8.9117933648337,2.5040827436037,3.592
"Marshall Islands",2022,0.906924909691798,-1.11806797853311,4.318
"North Macedonia",2022,14.2047173195833,2.75888415332967,14.476
"Mali",2011,2.9556439522939,4.01913525456487,1.422
"Mali",2016,-1.79964707083378,6.00506308559498,1.367
"Mali",2022,9.62147608489068,3.5082827896139,2.387
"Malta",2011,2.96298528192878,0.991963675296375,6.378
"Malta",2016,0.642702771527302,4.07771929481284,4.687
"Malta",2022,6.15375621933036,4.26931853012293,2.921
"Myanmar",2011,5.02146014620726,5.59148237823661,0.75
"Myanmar",2016,6.92882525816125,5.86247291518572,1.058
"Myanmar",2022,6.71676843588542,4.0374934360085,3.057
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2011,5.02009983235183,-0.375513504081312,7.57824275611375
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2016,3.69725926870481,5.56694050189247,8.75509697935282
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2022,8.30646124447624,4.17918293839318,9.14578482177534
"Montenegro",2011,3.45014311248692,3.22845102061061,19.759
"Montenegro",2016,-0.27138502338522,2.94928032097511,17.732
"Montenegro",2022,13.0403036347004,6.40668032879275,14.851
"Mongolia",2016,0.733272227314403,1.48978448679577,7.235
"Mongolia",2022,15.1509728200805,5.0327096366527,6.211
"Mozambique",2011,11.1666056127874,7.13405842300445,3.296
"Mozambique",2016,17.4180418197597,4.69699024225795,3.457
"Mozambique",2022,10.2794018093421,4.36445074432608,3.596
"Mauritania",2011,5.68631959575957,4.17278327815399,9.968
"Mauritania",2016,1.4717104565,1.26090923067225,10.283
"Mauritania",2022,9.52526628622842,6.79600510182286,10.531
"Mauritius",2011,6.5224925486934,4.07753806610333,7.447
"Mauritius",2016,0.977675134719007,3.8624682634,6.814
"Mauritius",2022,10.7737512242899,8.69306675264066,6.322
"Malawi",2011,7.6228226284852,4.93266999813729,4.842
"Malaysia",2011,3.17447092151308,5.29391283414003,3.05
"Malaysia",2016,2.09056659525741,4.44978139761541,3.44
"Malaysia",2022,3.37869862549933,8.86182187578046,3.93
"Namibia",2011,5.00559518081197,5.09133813864338,19.476
"Namibia",2022,6.08128114112416,5.39872476224093,19.695
"New Caledonia",2011,2.42899693753408,3.89168030784676,13.935
"New Caledonia",2016,0.578317435521155,3.89168030784676,12.714
"New Caledonia",2022,6.42939681072337,3.49999999631376,10.71
"Niger",2011,2.94238514013314,2.35775693603874,0.316
"Niger",2016,1.65388922387806,5.74089315058157,0.548
"Niger",2022,4.22621791916397,11.9000000000277,0.418
"Nigeria",2011,10.8261371880017,5.30792420289512,3.77
"Nigeria",2016,15.6968126387972,-1.61686894906529,4.499
"Nicaragua",2011,8.08238798099103,6.31668553491842,6.618
"Nicaragua",2016,3.52317317628478,4.56314739524967,3.9
"Nicaragua",2022,10.4674244465991,3.55029945613975,4.961
"Netherlands",2011,2.34107017751372,1.77334516269423,4.977
"Netherlands",2016,0.3166666666667,2.42428572955482,6.007
"Netherlands",2022,10.0012078753473,5.00723455159611,3.526
"Norway",2011,1.28495158809154,1.10565603382983,3.196
"Norway",2016,3.55,1.16472423928819,4.68
"Norway",2022,5.76412317852275,3.24622860260932,3.231
"Nepal",2011,9.22707546125951,3.42180870116162,10.64
"Nepal",2016,8.79034332004633,0.433113719381524,10.742
"Nepal",2022,7.6507917679853,5.6313145568451,10.844
"Nauru",2016,8.44046485932569,4.36324053905588,3.592
"Nauru",2022,9.26551551551555,2.9515183463878,9.518
"New Zealand",2011,4.02790667392041,2.09349621669912,6.491
"New Zealand",2016,0.646240284454499,3.77911068354334,5.147
"New Zealand",2022,7.17222476016446,3.49638686458842,3.297
"Oman",2011,4.04218867116391,2.89460973541192,3.958
"Oman",2016,1.10920805807031,5.04642394571691,3.266
"Oman",2022,2.50614250614251,7.98570728354278,3.3
"Pakistan",2011,11.9160927116277,2.68011685421705,0.796
"Pakistan",2016,3.7651191635658,6.57383828511043,2.285
"Panama",2011,5.87580243678765,11.9088772249531,4.03
"Panama",2016,0.739734025300032,4.57196707937275,4.717
"Panama",2022,2.85965128834714,10.769665870619,8.086
"Peru",2011,3.36931095333853,6.32719240161117,3.477
"Peru",2016,3.55717663556283,3.95331871520767,3.741
"Peru",2022,8.33370630096233,2.8090335533015,3.85
"Philippines",2011,4.71841704718414,3.85823282795663,3.592
"Philippines",2016,1.25369880080983,7.14945675000752,2.695
"Philippines",2022,5.82115811213955,7.58098212785563,2.598
"Palau",2011,4.67469879518073,5.11828022513072,7.942
"Palau",2016,-1.04230533415081,-0.43998926755151,2.695
"Palau",2022,12.3526638378124,-1.31842716655024,1.947
"Papua New Guinea",2011,4.44083401028974,1.10754362619616,2.62
"Papua New Guinea",2016,6.67372881355932,5.48957315278187,2.472
"Papua New Guinea",2022,5.25323922215241,5.70758404238197,2.689
"Poland",2011,4.23940149625938,5.25546256612796,9.576
"Poland",2016,-0.664767331433944,3.03117767594847,6.141
"Poland",2022,14.4294507575758,5.25545697386036,2.811
"Puerto Rico (US)",2011,13.0403036347004,-0.358510636850312,15.7
"Puerto Rico (US)",2016,8.27477490232656,-1.26369434781117,11.8
"Puerto Rico (US)",2022,5.79676809206531,2.95709565499587,6
"Korea, Dem. People's Rep.",2011,0.683504209385646,3.89168030784676,2.894
"Korea, Dem. People's Rep.",2016,5.87580243678765,3.89168030784676,2.931
"Korea, Dem. People's Rep.",2022,2.82170784747655,3.89168030784676,2.805
"Portugal",2011,3.65301100430728,-1.71352745071583,12.682
"Portugal",2016,0.607397074641636,2.00414128646489,11.068
"Portugal",2022,7.83269124233322,6.9858417811997,6.011
"Paraguay",2011,8.25396825396826,4.28637120702282,4.67
"Paraguay",2016,4.08682280577241,4.26802583314583,5.255
"Paraguay",2022,9.76556667164403,0.176038366124061,6.755
"West Bank and Gaza",2011,2.87724358495939,9.60080848913594,17.597
"French Polynesia",2011,3.08017069240263,-2.96195745427229,12.274
"French Polynesia",2016,4.21990346601874,2.30219823670438,11.715
"French Polynesia",2022,11.8981654203198,4.46637969963146,11.888
"Qatar",2016,2.67659170098194,3.06419188430156,0.15
"Qatar",2022,4.99527553740757,4.18500970982862,0.13
"Romania",2011,5.78925328815879,4.49558909946313,7.177
"Romania",2016,-1.54479666813903,2.85993252302089,5.901
"Romania",2022,13.7954887432521,3.96530766311717,5.614
"Russian Federation",2011,8.44046485932569,4.30002918567749,6.571
"Russian Federation",2016,7.04244762954794,0.193690071260534,5.591
"Russian Federation",2022,0.873793104781101,-1.43588213859842,3.867
"Rwanda",2011,3.08017069240263,7.95838869847094,11.775
"Rwanda",2016,7.17434301982013,5.97074525431094,11.801
"Saudi Arabia",2011,5.82621886161563,11.7588568052005,5.77
