"pais","anio","inflacion","gdp","desempleo"
"Saudi Arabia",2016,2.06740778344411,1.70407465765956,5.6
"Senegal",2011,3.40322829786969,1.33409107961258,2.853
"Senegal",2016,0.837284942557429,6.35606857181878,4.455
"Senegal",2022,9.69681899081074,3.85043193735768,2.837
"Singapore",2011,5.2511562463937,6.21493416858989,3.89
"Singapore",2016,-0.529809760375466,3.74757848792792,4.08
"Singapore",2022,6.13095418919736,4.10800021897151,3.591
"Solomon Islands",2011,2.49770278172251,7.42994961675907,1.292
"Solomon Islands",2016,0.512485626268804,5.55473153366954,0.734
"Solomon Islands",2022,5.51812928576935,2.40248143622522,1.483
"Sierra Leone",2011,6.79138291952617,8.10065518714917,4.54
"Sierra Leone",2016,10.8860609413904,6.43743652764257,4.294
"El Salvador",2011,5.12892376681615,3.77358499834686,4.297
"El Salvador",2016,0.604049086996647,2.53906241135864,4.418
"El Salvador",2022,7.19861615609861,2.95461516549889,2.999
"San Marino",2016,0.644075340346542,2.34440586055425,4.207
"San Marino",2022,5.32545321311364,7.89844145767604,6.75915198816923
"Somalia, Fed. Rep.",2011,-1.40360755900904,6.69435192563444,19.052
"Somalia, Fed. Rep.",2016,2.87724358495939,7.03487260042056,18.578
"Somalia, Fed. Rep.",2022,4.22915568897118,2.72711429582147,19.05
"Serbia",2016,1.12231397417765,2.97519779211943,15.257
"Serbia",2022,11.9815117344702,2.63098644408841,8.439
"South Sudan",2022,-6.68732094212666,3.89168030784676,12.545
"Sao Tome and Principe",2011,14.3271667616801,1.99943210333259,14.224
"Sao Tome and Principe",2016,5.43051966119157,5.17682468684113,9.686
"Slovak Republic",2011,3.9192859914629,2.56242473215553,13.634
"Slovak Republic",2016,-0.520010196278297,1.94781841524558,9.679
"Slovak Republic",2022,12.774146363761,0.437359508569173,6.143
"Slovenia",2011,1.80285171941904,0.655438128379743,8.166
"Slovenia",2016,-0.0549995416704661,3.03441486663654,8
"Slovenia",2022,8.83369886749455,2.69923874523828,4.011
"Sweden",2011,2.96115073822142,3.16391049665788,7.804
"Sweden",2016,0.984269244578052,2.34974080709026,6.99
"Sweden",2022,8.36929098869185,1.45928849980044,7.392
"Sint Maarten (Dutch part)",2011,4.58475435650402,4.60000341415395,18.334
"Sint Maarten (Dutch part)",2016,0.111682655737263,0.96775836306881,9.3
"Sint Maarten (Dutch part)",2022,9.39075933985203,9.80000111145777,12.515
"Seychelles",2011,2.55926772230949,9.5097833517957,7.81136575474109
"Syrian Arab Republic",2011,4.75316388885629,2.8500028435797,8.627
"Syrian Arab Republic",2022,0.578317435521155,0.732781301861365,13.268
"Turks and Caicos Islands",2011,9.88446419823886,4.62049892978239,3.18
"Turks and Caicos Islands",2016,7.19861615609861,7.25118627570265,3.462
"Chad",2011,2.02924053678259,4.55359039963335,0.905
"Chad",2016,-0.792440525236024,-4.12992837205852,1.047
"Togo",2011,3.56351472903955,5.82325223658786,1.982
"Togo",2016,1.28544847051411,4.21489560925825,2.968
"Togo",2022,7.96757361617943,5.75954251521733,1.965
"Thailand",2011,3.80879058139633,0.840132083053334,0.66
"Thailand",2016,0.188149704448176,3.43515771692182,0.688
"Thailand",2022,-1.6106803048669,2.58037874709827,0.94
"Tajikistan",2011,12.4315490430408,7.40000059956711,11.557
"Tajikistan",2016,6.00458082322155,6.89999999999999,11.5
"Tajikistan",2022,9.43220240177219,8.00000033846364,11.634
"Turkmenistan",2016,2.34107017751372,6.1999999664301,4.031
"Turkmenistan",2022,1.97357555739052,6.19999993621698,4.109
"Latin America & the Caribbean (IDA & IBRD countries)",2011,5.79676809206531,4.57651864523676,6.72806886463518
"Latin America & the Caribbean (IDA & IBRD countries)",2016,2.53781710390565,-0.337830169341998,7.81136575474109
"Latin America & the Caribbean (IDA & IBRD countries)",2022,7.89627619168551,4.00025175629879,6.99769011843402
"Timor-Leste",2011,13.4998402385771,5.95853971210654,3.384
"Timor-Leste",2016,-1.33853876185165,3.00993062553351,4.657
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2011,5.06871394777982,-0.443113124183043,7.52505958378966
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2016,3.7651191635658,5.540859774701,8.66473993207583
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2022,8.7859883799959,4.17989600248718,9.0450147693182
"Tonga",2011,6.27075302995686,6.70369746238768,1.602
"Tonga",2016,2.57815515245078,6.59869879417958,2.046
"Tonga",2022,10.9713652903022,-2.3098644452046,2.302
"Trinidad and Tobago",2011,5.10713289264558,-0.294354409043763,3.425
"Trinidad and Tobago",2022,5.82838638517964,1.08222233950819,4.383
"Tunisia",2011,3.24002842009531,-2.04663389535644,18.334
"Tunisia",2016,3.62939937384382,1.11742594891074,15.557
"Tunisia",2022,8.30646124447624,2.67331821840567,15.3
"Turkiye",2011,6.47187967115095,11.2001105833504,9.789
"Turkiye",2016,7.77513415328327,3.32308420845746,10.899
"Tuvalu",2011,0.5005807431527,6.81818181818181,4.597
"Tuvalu",2016,4.02790667392041,5.66037735849056,0.716
"Tuvalu",2022,10.8860609413904,0.677309361438304,9.686
"Tanzania",2011,12.6909694699163,7.67215543486064,3.47
"Tanzania",2016,5.17476629301494,6.86711619644551,2.23
"Tanzania",2022,4.35027204269098,4.56600576430955,2.588
"Uganda",2011,16.5643496174515,9.3916554927176,3.528
"Uganda",2016,5.70637504616216,4.78100029254482,3.008
"Uganda",2022,7.19578885975811,4.58802192181773,2.886
"Ukraine",2011,7.95572466274651,5.44528081048476,7.851
"Ukraine",2016,13.9127101997796,2.44098194492067,9.35
"Uruguay",2011,8.09283206302989,5.16213302463606,6.307
"Uruguay",2016,9.63941347635079,1.68979822971775,7.841
"Uruguay",2022,9.10437983075439,4.48622703072073,7.877
"United States",2011,3.156841568622,1.56440685537306,8.949
"United States",2016,1.26158320570536,1.81945147620522,4.869
"United States",2022,8.00279982052121,2.5123753198332,3.65
"Uzbekistan",2011,13.7797446476602,7.52513989422977,4.96
"Uzbekistan",2016,8.13088669523601,5.93215079993293,5.16
"Uzbekistan",2022,11.4466436998836,6.00134232203442,4.49
"St. Vincent and the Grenadines",2011,3.18603111552463,-0.60627665148327,20.049
"St. Vincent and the Grenadines",2016,-0.149641647633268,4.14593168183934,19.028
"St. Vincent and the Grenadines",2022,5.66009779226555,3.1108330034352,19.417
"Venezuela, RB",2022,2.96298528192878,3.89168030784676,5.707
"British Virgin Islands",2011,3.24002842009531,3.89168030784676,7.715
"British Virgin Islands",2016,0.491747008445213,3.89168030784676,3.552
"British Virgin Islands",2022,8.08238798099103,3.89168030784676,2.583
"Virgin Islands (U.S.)",2016,4.97773563706968,1.6008537886873,12.515
"Virgin Islands (U.S.)",2022,-6.68732094212666,-1.31123206333498,13.007
"Viet Nam",2016,2.66824816969081,6.69000892660424,1.848
"Viet Nam",2022,3.15650749963127,8.53750046755788,1.523
"Vanuatu",2011,0.873793104781101,3.13980290023412,4.821
"Vanuatu",2016,0.842069084035058,3.47154471544715,5.261
"Vanuatu",2022,6.67930581887123,5.18622862422562,5.143
"Samoa",2011,5.23541591478431,3.84907794660396,5.68
"Samoa",2016,1.30471869303183,7.9838628784713,9.062
"Kosovo",2011,7.33641771315268,6.31981022896761,11.715
"Kosovo",2016,0.27316943104545,5.57177504731632,7.284
"Kosovo",2022,11.5805104542013,4.27849895827543,9.968
"Yemen, Rep.",2022,8.27180389943026,3.89168030784676,17.363
"Zambia",2011,6.42939681072337,5.56925219263019,10.545
"Zambia",2022,10.9932039209136,5.21122360356247,5.995
"Zimbabwe",2016,-1.54366960054167,0.755794054371208,5.886
