"","pais","anio","inflacion","gdp","unemp"
"454","Nauru",2000,NA,-6.85619346501758,NA
"455","Nauru",2010,NA,-0.159976911238559,NA
"456","Nauru",2020,NA,1.98181949377276,NA
"457","New Zealand",2000,2.6152344624632,2.87005108790095,6.13
"458","New Zealand",2010,2.30202385958574,1.45863634911349,6.557
"459","New Zealand",2020,1.71456170007245,-0.307246896026541,4.595
"460","Oman",2000,NA,6.19241063695442,4.331
"461","Oman",2010,3.25657959078626,2.47199856582773,3.935
"462","Oman",2020,-0.406402919465837,-3.37972052697999,2.94
"463","Pakistan",2000,NA,4.2600880111325,0.634
"464","Pakistan",2010,12.9388705634889,1.50171752152883,0.653
"465","Pakistan",2020,9.73999313898157,-1.27408744338709,6.127
"466","Panama",2000,NA,4.20900547865375,6.264
"467","Panama",2010,3.49128872618804,6.07339353106087,5.845
"468","Panama",2020,-1.55027540803762,-17.8212299695008,14.663
"469","Peru",2000,NA,2.69437139806912,4.958
"470","Peru",2010,NA,8.33245910749577,3.6
"471","Peru",2020,2.00241205759293,-10.9333065010382,7.179
"472","Philippines",2000,NA,4.38250500083399,3.767
"473","Philippines",2010,NA,7.33449996034538,3.605
"474","Philippines",2020,2.39316239316239,-9.51829474045297,2.522
"475","Palau",2000,NA,-2.60390246523619,NA
"476","Palau",2010,1.44219017355169,-0.895895860102129,NA
"477","Palau",2020,0.218181818181818,-5.99943392532354,NA
"478","Papua New Guinea",2000,NA,-2.49484199260023,2.92
"479","Papua New Guinea",2010,NA,10.1284540720232,2.002
"480","Papua New Guinea",2020,4.87167398565552,-3.16743204434815,2.883
"481","Poland",2000,9.90017538843064,4.65633252988236,14.928
"482","Poland",2010,2.58069370250543,3.16892748258036,9.578
"483","Poland",2020,3.37446972618589,-2.03556882399977,3.155
"484","Puerto Rico (US)",2000,NA,3.27196451910478,10.08
"485","Puerto Rico (US)",2010,NA,-0.413254119172365,16.1
"486","Puerto Rico (US)",2020,NA,-4.1808743093346,8.89
"487","Korea, Dem. People's Rep.",2000,NA,NA,3.05
"488","Korea, Dem. People's Rep.",2010,NA,NA,2.81
"489","Korea, Dem. People's Rep.",2020,NA,NA,2.948
"490","Portugal",2000,2.85303039287157,3.81617712035907,3.806
"491","Portugal",2010,1.40257289895369,1.73762452780146,10.771
"492","Portugal",2020,-0.0124383299575331,-8.20463201239903,6.801
"493","Paraguay",2000,NA,-2.31414056819045,7.61
"494","Paraguay",2010,4.65116279069767,11.0952312685521,4.569
"495","Paraguay",2020,1.76751592356698,-0.819785390971916,7.548
"496","West Bank and Gaza",2000,2.79819892435758,-8.5555726838292,10.625
"497","West Bank and Gaza",2010,3.74915727597099,5.77736205629419,21.416
"498","West Bank and Gaza",2020,-0.73533200109217,-11.3184661065134,25.895
"499","French Polynesia",2000,NA,3.24541101308193,11.579
"500","French Polynesia",2010,NA,-2.4660641898174,12.145
"501","French Polynesia",2020,NA,-7.05094422106298,12.951
"502","Qatar",2000,NA,8.02812545191884,0.87
"503","Qatar",2010,NA,19.5923315337859,0.45
"504","Qatar",2020,-2.54031503004764,-3.5576039896784,0.14
"505","Romania",2000,NA,2.46121646882141,6.969
"506","Romania",2010,6.09141668601892,-3.90581157302972,6.959
"507","Romania",2020,2.63107311184746,-3.67438440910189,5.035
"508","Russian Federation",2000,20.7987606558704,10.0000668136515,10.581
"509","Russian Federation",2010,6.84939230255025,4.49999999920672,7.407
"510","Russian Federation",2020,3.38165937237896,-2.65365450102773,5.62
"511","Rwanda",2000,NA,8.37089593548548,11.731
"512","Rwanda",2010,-0.246128693436924,7.33465645006753,11.673
"513","Rwanda",2020,9.85039902274208,-3.37368746369782,11.829
"514","Saudi Arabia",2000,-1.12500055218228,4.71813422138024,4.57
"515","Saudi Arabia",2010,5.33941623014107,5.0395150823517,5.55
"516","Saudi Arabia",2020,3.4454670643357,-3.80476473038999,7.66
"517","Sudan",2000,7.12125897172302,6.34586743997545,15.608
"518","Sudan",2010,12.9776663898014,3.85824195230107,15.161
"519","Sudan",2020,163.257782355457,-3.62980082410752,11.958
"520","Senegal",2000,NA,3.88721095816793,2.668
"521","Senegal",2010,1.22868119673345,3.39088925336209,2.803
"522","Senegal",2020,2.5431468568166,1.3420737726679,3.437
"523","Singapore",2000,NA,9.03831632555163,3.7
"524","Singapore",2010,2.82884527612958,14.5197497108994,4.12
"525","Singapore",2020,-0.172111865925357,-3.81470885510713,4.1
"526","Solomon Islands",2000,NA,-14.2769995911798,2.45
"527","Solomon Islands",2010,NA,9.70838816928725,1.617
"528","Solomon Islands",2020,2.96354992076063,-3.3811475409836,0.864
"529","Sierra Leone",2000,NA,6.65272983472759,4.08
"530","Sierra Leone",2010,7.18566275668162,6.35566595800495,4.413
"531","Sierra Leone",2020,13.4468711101052,-1.2533490322766,3.508
"532","El Salvador",2000,NA,1.12790697674419,6.96
"533","El Salvador",2010,1.17933576873673,2.15419536693635,4.893
"534","El Salvador",2020,-0.37159021232411,-7.893101359867,5.008
"535","San Marino",2000,NA,2.17937971500419,NA
"536","San Marino",2010,NA,-5.47368421052632,NA
"537","San Marino",2020,-0.133368898372899,-6.64791081780602,NA
"538","Somalia, Fed. Rep.",2000,NA,7.11031431136975,18.98
"539","Somalia, Fed. Rep.",2010,NA,6.69435192556303,19.031
"540","Somalia, Fed. Rep.",2020,NA,-2.75248103928239,19.413
"541","Serbia",2000,NA,6.05509225799881,12.6
"542","Serbia",2010,6.14255360247247,1.61097266144839,19.204
"543","Serbia",2020,1.57553290083412,-0.950023991851594,9.011
"544","South Sudan",2000,NA,NA,12.325
"545","South Sudan",2010,1.16962180301109,5.49341639529945,12.503
"546","South Sudan",2020,29.6758435538571,NA,14.319
"547","Sao Tome and Principe",2000,NA,0.448368261692949,14.4
"548","Sao Tome and Principe",2010,NA,1.44845522890635,14.626
"549","Sao Tome and Principe",2020,9.81932791540148,2.62485949543812,9.686
"550","Suriname",2000,NA,2.09999886750489,12.983
"551","Suriname",2010,6.94108221639996,5.16882515225814,7.15
"552","Suriname",2020,34.889784309078,-15.9751917148622,8.76
"553","Slovak Republic",2000,12.0357805974299,0.78922447792516,18.546
"554","Slovak Republic",2010,0.957018132975151,6.79058159142423,14.387
"555","Slovak Republic",2020,1.93694126694221,-2.58551241733207,6.719
"556","Slovenia",2000,8.91174418658768,3.49791942086068,6.92
"557","Slovenia",2010,1.80117022137135,1.11213719306735,7.236
"558","Slovenia",2020,-0.0548568157606016,-4.08500094942896,4.971
"559","Sweden",2000,0.899143734041626,4.63111600378974,5.466
"560","Sweden",2010,1.15798802715628,5.75073583944071,8.61
"561","Sweden",2020,0.497367318853587,-2.0053375219518,8.291
"562","Eswatini",2000,NA,1.76017364057921,24.502
"563","Eswatini",2010,4.50923691774372,3.79375507745696,26.736
"564","Eswatini",2020,NA,-2.86288213677992,32.944
"565","Sint Maarten (Dutch part)",2000,NA,NA,NA
"566","Sint Maarten (Dutch part)",2010,NA,3.19999269219366,NA
"567","Sint Maarten (Dutch part)",2020,NA,-13.3167887221567,NA
"568","Seychelles",2000,NA,4.25319834931828,NA
"569","Seychelles",2010,-2.40463875108223,4.50513204312067,NA
"570","Seychelles",2020,1.20266463987124,-11.7398608281732,NA
"571","Syrian Arab Republic",2000,NA,0.675642589410501,9.587
"572","Syrian Arab Republic",2010,NA,5.19190584075331,8.61
"573","Syrian Arab Republic",2020,NA,-0.697154504235129,15.191
"574","Turks and Caicos Islands",2000,NA,NA,NA
"575","Turks and Caicos Islands",2010,NA,0.984924853810682,NA
"576","Turks and Caicos Islands",2020,NA,-33.8170973434652,NA
"577","Chad",2000,NA,-0.879681025444938,0.79
"578","Chad",2010,NA,13.7943889290963,0.878
"579","Chad",2020,4.46414437232861,-0.408894363255357,1.707
"580","Togo",2000,1.86260595463068,-0.783479610048047,4.174
"581","Togo",2010,1.44594517430866,5.85435269410561,2.383
"582","Togo",2020,1.69928463299407,1.99215501870344,2.225
"583","Thailand",2000,NA,4.45524704335014,2.389
"584","Thailand",2010,NA,7.51339053261624,0.622
"585","Thailand",2020,-0.845937147357064,-6.05003846851622,1.099
"586","Tajikistan",2000,NA,8.32432449473859,4.15
"587","Tajikistan",2010,6.44531440780655,6.49999908585235,11.542
"588","Tajikistan",2020,NA,4.40000111553493,12.321
"589","Turkmenistan",2000,NA,5.46906413252854,11.666
"590","Turkmenistan",2010,NA,9.19999998805483,4
"591","Turkmenistan",2020,NA,5.900000048526,4.501
"592","Latin America & the Caribbean (IDA & IBRD countries)",2000,NA,3.5932608027781,9.54724386782
