"","pais","anio","inflacion","gdp","unemp"
"593","Latin America & the Caribbean (IDA & IBRD countries)",2010,3.79644333768704,6.67954571118715,7.2528256939654
"594","Latin America & the Caribbean (IDA & IBRD countries)",2020,1.76751592356698,-6.52902364043537,10.3522494542699
"595","Timor-Leste",2000,NA,58.0780959334582,3.477
"596","Timor-Leste",2010,NA,9.33151176629212,3.301
"597","Timor-Leste",2020,0.495499215459576,31.961918565387,2.782
"598","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2000,NA,5.86039396077813,8.71795660306332
"599","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2010,3.94727068694931,4.8240477975926,7.04902894071952
"600","Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2020,3.73003191530477,-2.79396103092033,9.75371979626131
"601","Tonga",2000,NA,3.75409745006452,4.12
"602","Tonga",2010,3.53491239189834,0.824396914081831,1.513
"603","Tonga",2020,-0.349737696727462,1.78339589901164,2.699
"604","Trinidad and Tobago",2000,NA,6.90135959072803,12.1
"605","Trinidad and Tobago",2010,10.5492003179988,3.32322471027371,4.033
"606","Trinidad and Tobago",2020,0.598986330824666,-8.90279446006656,4.206
"607","Tunisia",2000,NA,4.7099729138049,14.94
"608","Tunisia",2010,3.33897963601068,2.97113275066512,13.049
"609","Tunisia",2020,5.63415115897626,-9.01193412390238,17.656
"610","Turkiye",2000,54.9153705812683,6.93323970455904,6.495
"611","Turkiye",2010,8.56644420552977,8.42710432276191,11.879
"612","Turkiye",2020,12.2789574462574,1.85987303976462,13.148
"613","Tuvalu",2000,NA,-0.970489205783323,NA
"614","Tuvalu",2010,NA,-2.22222222222223,NA
"615","Tuvalu",2020,NA,-4.27493206901397,NA
"616","Tanzania",2000,NA,4.52078463603256,3.127
"617","Tanzania",2010,NA,6.33652342666889,3.029
"618","Tanzania",2020,3.29029062798325,1.99196460647855,2.781
"619","Uganda",2000,NA,3.141907338187,3.529
"620","Uganda",2010,NA,5.63761163749757,3.619
"621","Uganda",2020,3.31332289544504,2.95130642218098,3.831
"622","Ukraine",2000,NA,5.90000000024899,11.707
"623","Ukraine",2010,9.37293105078978,4.09200436668087,8.1
"624","Ukraine",2020,2.73249209419427,-3.75281793983162,9.475
"625","Uruguay",2000,NA,-1.92993063549235,12.627
"626","Uruguay",2010,6.69870886978133,7.8034096507169,7.158
"627","Uruguay",2020,9.75640636078194,-7.35732706484723,10.413
"628","United States",2000,3.37685727149929,4.07758576006954,3.992
"629","United States",2010,1.6400434423899,2.69519258234851,9.633
"630","United States",2020,1.23358439630629,-2.16302913866512,8.055
"631","Uzbekistan",2000,NA,3.83500000014033,12.317
"632","Uzbekistan",2010,NA,7.5971679610016,5.36
"633","Uzbekistan",2020,12.8677297362607,1.56334277260515,5.293
"634","St. Vincent and the Grenadines",2000,NA,1.63903190394467,20.794
"635","St. Vincent and the Grenadines",2010,0.747109026311472,-4.47046793507802,19.966
"636","St. Vincent and the Grenadines",2020,-0.62813130935467,-4.26892434422649,20.636
"637","Venezuela, RB",2000,NA,3.68694416687683,13.99
"638","Venezuela, RB",2010,NA,-1.48879125078348,7.112
"639","Venezuela, RB",2020,NA,NA,7.53
"640","British Virgin Islands",2000,NA,NA,NA
"641","British Virgin Islands",2010,NA,NA,NA
"642","British Virgin Islands",2020,NA,NA,NA
"643","Virgin Islands (U.S.)",2000,NA,NA,10.546
"644","Virgin Islands (U.S.)",2010,NA,0.596383224317051,11.742
"645","Virgin Islands (U.S.)",2020,NA,-1.61493817814787,15.191
"646","Viet Nam",2000,NA,6.78731640463151,2.26
"647","Viet Nam",2010,9.20746648778415,6.42324482239482,1.114
"648","Viet Nam",2020,3.22093436652516,2.86541320912272,2.103
"649","Vanuatu",2000,2.53768844221106,5.92480905652914,8.283
"650","Vanuatu",2010,2.76269469477348,1.25886720329326,4.685
"651","Vanuatu",2020,5.32935073101714,-4.99249142889525,4.046
"652","Samoa",2000,NA,5.09304469244418,4.734
"653","Samoa",2010,0.777007268777691,6.1247199226125,5.621
"654","Samoa",2020,-1.56891247740897,-3.10844401053139,7.435
"655","Kosovo",2000,NA,NA,NA
"656","Kosovo",2010,3.48050763735844,4.93995095961395,NA
"657","Kosovo",2020,0.198227922994847,-5.34027547826166,NA
"658","Yemen, Rep.",2000,NA,6.1819155928913,11.557
"659","Yemen, Rep.",2010,NA,7.70230704514232,12.779
"660","Yemen, Rep.",2020,NA,NA,17.953
"661","South Africa",2000,5.33895913599827,4.20000000067826,22.714
"662","South Africa",2010,4.06749555950264,3.03973288127956,24.683
"663","South Africa",2020,3.23238831615119,-6.1689177146757,29.217
"664","Zambia",2000,NA,3.89732294341896,12.93
"665","Zambia",2010,NA,10.2982233241213,13.19
"666","Zambia",2020,15.7330604721369,-2.78505506545167,6.033
"667","Zimbabwe",2000,NA,-3.05918974918636,5.684
"668","Zimbabwe",2010,3.02267002518891,19.6754076562536,5.447
"669","Zimbabwe",2020,557.201817362051,-7.81693284075131,8.621
